Site,Plot,Treatment,Individual,T0,T006,T012,T018,T024,T030,T036,T042,T048,T054,T060,T066,T072,T078,T084,T090,T096,T102,T108,T120,Trecruit,Tdeath,Species,Family,Life Form
CAR,10,closed,D42,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,D43,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,36,66,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D44,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,42,alive,Acanthaceae sp.,Acanthaceae,herb
CAR,10,closed,D45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,42,54,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D46,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Myrtaceae sp.,Myrtaceae,tree
CAR,10,closed,D47,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D50,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,60,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D51,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,66,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D52,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,66,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D53,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,66,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D54,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,66,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D55,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,66,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,D63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,D68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,D71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Eugenia neoaustralis,Myrtaceae,tree
CAR,10,closed,D72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Myrtaceae cf.,Myrtaceae cf.,indeterminate
CAR,10,closed,D73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Meliosma sellowii,Sabiaceae,tree
CAR,10,closed,H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Philodendron sp.,Araceae,herb
CAR,10,closed,H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Bignoniaceae sp.,Bignoniaceae,indeterminate
CAR,10,closed,H7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Lindsaea sp.,Lindsaeaceae,herb
CAR,10,closed,H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Geonoma elegans,Arecaceae,palm
CAR,10,closed,H9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,96,Meliosma sellowii,Sabiaceae,tree
CAR,10,closed,H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Acanthaceae sp.,Acanthaceae,herb
CAR,10,closed,H14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Virola gardneri ,Myristicaceae,tree
CAR,10,closed,H17,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36,Virola gardneri ,Myristicaceae,tree
CAR,10,closed,H18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Geonoma elegans,Arecaceae,palm
CAR,10,closed,H19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Sorocea bonplandii,Moraceae,tree
CAR,10,closed,H20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Acanthaceae sp.,Acanthaceae,herb
CAR,10,closed,H21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,18,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Eugenia sp.,Myrtaceae,tree
CAR,10,closed,H23,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,42,Myrceugenia myrcioides,Myrtaceae ,tree
CAR,10,closed,H24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Marlierea obscura,Myrtaceae,tree
CAR,10,closed,H26,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,6,48,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H27,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,18,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H28,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Geonoma sp.,Arecaceae,palm
CAR,10,closed,H29,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Rubiaceae cf.,Rubiaceae cf.,indeterminate
CAR,10,closed,H30,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Myrtaceae sp.,Myrtaceae,tree
CAR,10,closed,H31,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,H32,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Rubiaceae cf.,Rubiaceae cf.,indeterminate
CAR,10,closed,H33,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,36,60,Indeterminate sp.,Indeterminate,indeterminate
CAR,10,closed,H34,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,36,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H35,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Sapindaceae,Sapindaceae,liana
CAR,10,closed,H36,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,36,42,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H38,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,42,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H39,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,NA,42,96,Mollinedia sp.,Monimiaceae,tree
CAR,10,closed,H40,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,42,alive,Philodendron sp.,Araceae,herb
CAR,10,closed,H41,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,NA,42,84,Mollinedia sp.,Monimiaceae,tree
CAR,10,closed,H42,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H43,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H44,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Myrtaceae sp.,Myrtaceae,tree
CAR,10,closed,H45,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,60,alive,Philodendron sp.,Araceae,herb
CAR,10,closed,H46,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,60,alive,Philodendron sp.,Araceae,herb
CAR,10,closed,H47,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,66,96,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,10,closed,H48,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,66,72,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H50,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,66,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H51,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,66,96,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,10,closed,H52,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,72,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,78,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Philodendron sp.,Araceae,herb
CAR,10,closed,H56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Euterpe edulis,Arecaceae,palm
CAR,10,closed,H58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Philodendron sp.,Araceae,herb
CAR,10,closed,H59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Philodendron sp.,Araceae,herb
CAR,11,open,C1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,0,78,Euterpe edulis,Arecaceae,palm
CAR,11,open,C2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,66,Sorocea bonplandii,Moraceae,tree
CAR,11,open,C3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,11,open,C4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,0,72,Rubiaceae sp.,Rubiaceae,indeterminate
CAR,11,open,C5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
CAR,11,open,C6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,C7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,C8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Rudgea jasminoides,Rubiaceae,shrub
CAR,11,open,C9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30,Pterocarpus violaceus,Fabaceae,tree
CAR,11,open,C10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Doliocarpus sp.,Dilleniaceae,shrub
CAR,11,open,C11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,11,open,C12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Fabaceae sp.,Fabaceae,indeterminate
CAR,11,open,C13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Euterpe edulis,Arecaceae,palm
CAR,11,open,C14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,11,open,C15,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,66,Mollinedia schottiana,Monimiaceae,tree
CAR,11,open,C16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,C17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,C18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,C19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,12,Euterpe edulis,Arecaceae,palm
CAR,11,open,C21,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,24,72,Euterpe edulis,Arecaceae,palm
CAR,11,open,C22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Euterpe edulis,Arecaceae,palm
CAR,11,open,C23,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Euterpe edulis,Arecaceae,palm
CAR,11,open,C24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,42,Euterpe edulis,Arecaceae,palm
CAR,11,open,C25,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,30,96,Euterpe edulis,Arecaceae,palm
CAR,11,open,C26,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,36,54,Euterpe edulis,Arecaceae,palm
CAR,11,open,C27,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,36,78,Geonoma sp.,Arecaceae,palm
CAR,11,open,C28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,36,42,Euterpe edulis,Arecaceae,palm
CAR,11,open,C29,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,36,78,Euterpe edulis,Arecaceae,palm
CAR,11,open,C30,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Polypodiaceae sp. 1,Polypodiaceae,herb
CAR,11,open,C31,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,42,60,Euterpe edulis,Arecaceae,palm
CAR,11,open,C32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,48,54,Euterpe edulis,Arecaceae,palm
CAR,11,open,C33,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,48,alive,Euterpe edulis,Arecaceae,palm
CAR,11,open,C34,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,48,60,Rubiaceae cf.,Rubiaceae cf.,indeterminate
CAR,11,open,C35,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,C36,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,60,108,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,C37,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,66,84,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,C38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,72,84,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,C39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,11,open,C40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Euterpe edulis,Arecaceae,palm
CAR,11,open,D1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Acanthaceae sp.,Acanthaceae,herb
CAR,11,open,D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Psychotria nuda,Rubiaceae,shrub
CAR,11,open,D3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Acanthaceae sp.,Acanthaceae,herb
CAR,11,open,D5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rudgea jasminoides,Rubiaceae,shrub
CAR,11,open,D6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36,Myrceugenia myrcioides,Myrtaceae ,tree
CAR,11,open,D7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,66,Polypodiaceae sp. 1,Polypodiaceae,herb
CAR,11,open,D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Parodiolyra sp.,Poaceae,herb
CAR,11,open,D10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,D11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36,Fabaceae sp.,Fabaceae,indeterminate
CAR,11,open,D12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Rudgea jasminoides,Rubiaceae,shrub
CAR,11,open,D13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
CAR,11,open,D14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,12,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,D15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,18,Euterpe edulis,Arecaceae,palm
CAR,11,open,D16,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Euterpe edulis,Arecaceae,palm
CAR,11,open,D17,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Rubiaceae cf.,Rubiaceae cf.,indeterminate
CAR,11,open,D18,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,alive,Acanthaceae sp.,Acanthaceae,herb
CAR,11,open,D19,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,NA,42,108,Euterpe edulis,Arecaceae,palm
CAR,11,open,D20,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,NA,42,108,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,D21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Cordia sellowiana,Boraginaceae,tree
CAR,11,open,D22,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,54,alive,Cyperaceae sp.,Cyperaceae,herb
CAR,11,open,D23,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Virola bicuhyba ,Myristicaceae,tree
CAR,11,open,D24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,D25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,66,alive,Parodiolyra sp.,Poaceae,herb
CAR,11,open,D26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,11,open,D27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,D28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,D29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,D30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Euterpe edulis,Arecaceae,palm
CAR,11,open,D31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Euterpe edulis,Arecaceae,palm
CAR,11,open,D32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Mollinedia sp.,Monimiaceae,tree
CAR,11,open,H2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,42,Lauraceae sp.,Lauraceae,tree
CAR,11,open,H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Rudgea jasminoides,Rubiaceae,shrub
CAR,11,open,H4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,H5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Chrysophyllum flexuosum,Sapotaceae,tree
CAR,11,open,H6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30,Indeterminate sp.,Indeterminate,indeterminate
CAR,11,open,H7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Araceae sp.,Araceae,herb
CAR,11,open,H8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,H9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,H10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,H11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Rudgea jasminoides,Rubiaceae,shrub
CAR,11,open,H12,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,60,Myrcia tijucensis,Myrtaceae,tree
CAR,11,open,H13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Trichomanes elegans,Hymenophyllaceae,herb
CAR,11,open,H14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Rudgea jasminoides,Rubiaceae,shrub
CAR,11,open,H15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30,Garcinia gardneriana,Clusiaceae,tree
CAR,11,open,H16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,30,Euterpe edulis,Arecaceae,palm
CAR,11,open,H17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,12,Euterpe edulis,Arecaceae,palm
